Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Employer Provided,Hourly,min_sal,max_sal,avg_sal,Onsite,State,Age,python,spark,tableau,tensorflow,Simplified Title,Seniority,isPrivate
Data Scientist I,Employer Provided Salary:$64K - $116K,"PURPOSE:
The Data Scientist I will be responsible for using data and advanced analytics to improve business outcomes. This role will be responsible for developing, testing, and implementing statistical and machine learning models for predictive analytics, and taking an iterative approach to improving results. This role has a solid understanding of predictive modeling and machine learning techniques, model development, model/ml-ops, with the advanced written and verbal communications skills

ESSENTIAL FUNCTIONS:
Job Responsibilities:",3.2,UNFI,"Providence, RI",10000+ Employees,1978,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),1,0,64.0,116.0,90.0,1,RI,45,0,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.2,Overstock.com Inc.,Remote,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),1,0,88.0,110.0,99.0,0,remote,24,0,0,0,0,data scientist,na,0
"Data Scientist, Product Analytics",Employer Provided Salary:$130K - $155K,"About Us:
Live experiences help people cross today’s digital divide and focus on what truly connects us – the here, the new, this once-in-a-lifetime moment that’s bringing us together. To fulfill Gametime’s mission of uniting the world through shared experiences, we make it easy for people to discover and access the live experiences that matter most.

With platforms on iOS, Android, mobile web and desktop supporting more than 25,000 events across the US and Canada, we are reimagining the event ticket industry in order to move at the speed of life.

Job Description:
We are looking for an organized, data-driven, and curious team player to work cross-functionally across the data, product, marketing, finance, and operations teams. As a Senior Data Analyst, you will support and inform various functions throughout the company to solve business-critical issues, specifically related to our product, features, etc. You will dive into user behavior data to provide insights which will impact major business decisions and own the maintenance of Gametime’s business intelligence reporting. The ideal candidate will be able to thrive in a fast-paced environment and able to adapt to changes within the business and the industry.",4.5,"Gametime United, Inc.",Remote,51 to 200 Employees,2013,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),1,0,130.0,155.0,142.5,0,remote,10,0,0,0,0,data scientist,na,1
Data Scientist,Employer Provided Salary:$84K - $99K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",3.9,Vetro Tech Inc,"San Jose, CA",Unknown,-1,Company - Public,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,1,0,84.0,99.0,91.5,1,CA,-1,0,0,0,0,data scientist,na,0
Data Scientist 5,$115K - $164K (Glassdoor est.),"Supports the design, deployment, and operations of a large-scale global Oracle cloud computing environment (Oracle Cloud Infrastructure - OCI). Primarily focused on development and support of network fabric and systems through a combination of a deep level understanding of networking at the protocol level coupled with programming skills to support the intensive automation required to operate a production environment. As OCI is a cloud-based network with a global footprint, this support will include hundreds of thousands of network devices supporting millions of servers, connected over a mix of dedicated backbone infrastructure and the Internet.
The Network Capacity Planning team is looking for Senior Network Data Scientists. This person will help do network change analysis, customer impacting change analysis, growth and forecasting, and will also help design and built tools to support network capacity management. This person should have deep cloud networking experience, from compute fabrics to backbone and internet. This person should have significant experience in time series analysis and forecasting, and have python, mysql, and time series DB experience for developing tools and models to help support capacity planning automation.",3.9,Oracle,"Seattle, WA",10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,115.0,164.0,139.5,1,WA,46,1,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$81K - $184K,"Job Description:
 3+ years of data science, data analytics, or business intelligence experience
 Strong understanding of SQL
 Experience with conducting data analysis in Python and / or R
 Experience building clear and easy to understand dashboards and presentations
 Ability to communicate clearly and effectively to cross functional partners of varying technical
levels
 Ability to define relevant metrics that can guide and influence stakeholders to appropriate and
accurate insights
Nice to have:
 Familiarity with Superset.
 Familiarity with running weblab experiments, efficacy studies, or product validation tests.
 Familiarity with machine learning basics.
 Familiarity with Client infrastructure, including Airflow, Presto SQL, and Hive SQL.
 Experience creating and maintaining data pipelines.
 Experience supporting engineering product work &quot.",4.4,Denken Solution's Inc,"Camarillo, CA",501 to 1000 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),1,0,81.0,184.0,132.5,1,CA,13,1,0,0,0,data scientist,na,1
Data Scientist,Employer Provided Salary:$35.00 Per Hour,"Job Type: Officer of Administration
Bargaining Unit:
Regular/Temporary: Regular
End Date if Temporary:
Hours Per Week: 35
Salary Range:

Position Summary
The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.",4.1,Columbia University,"New York, NY",10000+ Employees,1754,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,52.5,35.0,35.0,1,NY,269,0,0,0,0,data scientist,na,-1
Data Scientist,Employer Provided Salary:$60.00 - $62.00 Per Hour,"Role: CW Data Scientist (1169850)- TFS
Location: 6565 Headquarters Dr, Plano, TX
Duration: 12 Months
· Description:
Reason for contingent headcount?
o Document models to meet Enterprise Risk’s model governance requirements
What are the key objectives for this resource (project summary)?
o Document new and existing models to meet model governance requirements. Revise and reimplement modeling scripts to assess model performance post-implementation impact.",2.4,COMTEC,"Plano, TX",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1,1,90.0,62.0,61.0,1,TX,-1,0,0,0,0,data scientist,na,1
Data Engineer,$74K - $109K (Glassdoor est.),"POSITION/JOB TITLE: Data Engineer
DEPARTMENT: Engineering
Do you have a data driven, engineering mind and a consulting type personality?
Omnitech is an established, locally owned software engineering firm that specializes in helping businesses create and fulfill opportunities through custom technology solutions. We are a Microsoft Gold Partner that values a community of mentors to cultivate skills and interests that are in line with our client’s needs. We understand that the journey to the solution can be just as important as the destination – for both clients and our engineers.
As a Data Engineer at Omnitech, you would qualify for multiple labels including business intelligence consultant, data warehouse consultant, data acquisition (ETL) consultant, database administrator consultant, master data management consultant, data analyst, data architect, data scientist to name a few. We don’t believe in narrowly defined labels and hierarchy. We believe in helping people solve problems.",4.5,Omnitech Inc,"Sioux Falls, SD",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,74.0,109.0,91.5,1,SD,-1,0,0,0,0,na,na,1
Data Scientist,Employer Provided Salary:$40.67 - $80.09 Per Hour,"Role : Data Scientist
Location : Santa Clara, CA(Onsite)(Hybrid)
Position: C2C
client: Cognizant/ CMT
Need 10+ years candidates
Primary Skills:
Machine Learning Strong AI ML Data Science experience, ML Ops, DevOps, Data Engineering and ML background with Azure Cloud platforms Extensive experience in On prem to Cloud migration projects in AI ML Experience in Databricks ML Experience in Cloudera Data Science Work Bench Data Science ,Machine Learning MLflow/Kubeflow/Sagemaker/Azure ML (ML Ops) Admin",-1.0,Synapseb systems,"Santa Clara, CA",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,1,1,61.005,80.09,60.38,1,CA,-1,0,0,0,0,data scientist,na,0
Sr. Data Scientist,$90K - $128K (Glassdoor est.),"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.2,Nike,"Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,90.0,128.0,109.0,1,OR,51,0,0,0,0,data scientist,senior,0
Data Scientist,Employer Provided Salary:$92K - $103K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",-1.0,KesarWeb,"Memphis, TN",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1,0,92.0,103.0,97.5,1,TN,-1,0,0,0,0,data scientist,na,1
Junior Data Scientist,$76K - $115K (Glassdoor est.),"Location
HQ
3500 S Clark Street
Arlington, VA 22202 USA
Employment Type
Full-Time
Experience Level",3.1,Lidl US,"Arlington, VA",5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,0,76.0,115.0,95.5,1,VA,50,0,0,0,0,data scientist,junior,1
Data Scientist,$83K - $123K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries.
About Abbott
Abbott is a global healthcare leader, creating breakthrough science to improve people’s health. We’re always looking towards the future, anticipating changes in medical science and technology.

Working at Abbott",3.8,Abbott Laboratories,"Austin, TX",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,83.0,123.0,103.0,1,TX,135,0,0,0,0,data scientist,na,0
Data Scientist (GenerativeAI),$101K - $175K (Glassdoor est.),"Introduction:
SymphonyAI is seeking a highly motivated and experienced data scientist to join our team as a Data Scientist. The ideal candidate will have expertise in generative models, deep learning, and a strong background in statistics, mathematics, and programming. You will be responsible for designing, implementing, and testing generative AI models to generate novel and creative outputs from structured and unstructured data sources. Your work will be critical to our mission of creating innovative solutions to challenging problems across multiple domains.
Job Description:
Duties & Responsibilities
Work with stakeholders to understand business requirements and identify opportunities for machine learning applications.
Develop, test, and deploy machine learning models and systems.
About Us:",4.4,SymphonyAI,"New York, NY",1001 to 5000 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,101.0,175.0,138.0,1,NY,6,0,0,0,0,data scientist,na,1
Data Scientist,Employer Provided Salary:$62.00 - $72.00 Per Hour,"JOB RESPONSIBILITIES
Analyzing critical business operations and developing state-of-the-art techniques to optimize and quantify the impact of complex business processes and decisions.
Advertising inventory forecasting and yield optimization, causal impact, and opportunity cost analysis.
JOB REQUIREMENTS
Strong data analysis experience with implementation of data science models that create business impact as well as superb stakeholder communication.
Experience with Statistical Analysis and Forecast Model Building.
Experience working with large data.",3.8,Amazon Inc,"Culver City, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),1,1,93.0,72.0,67.0,1,CA,29,0,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$87K,"It started with one ridiculously good idea - Create a different breed of BPO! We at TaskUs understand that achieving growth for our partners requires a culture of constant motion; exploring new technologies, being ready to handle any challenge in a moment's notice, mastering consistency in an ever-changing world - that's what it takes to get there. If that's something you want to be apart of, apply today!

Title: Data Scientist

Job Description

It started with one ridiculously good idea - Create a different breed of BPO! We at TaskUs understand that achieving growth for our partners requires a culture of constant motion; exploring new technologies, being ready to handle any challenge in a moment's notice, mastering consistency in an ever-changing world - that's what it takes to get there. If that's something you want to be a part of apply today!

Formulate & apply mathematical & computational modeling methods towards data extraction & manipulation. Telecommuting permitted from any location in the U.S. Wage: $86570/year. To apply, visit https://www.taskus.com/careers/ and search position title.

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!

TaskUs is an Equal Opportunity Employer

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!

TaskUs is an Equal Opportunity Employer",4.5,TaskUS,"San Antonio, TX",10000+ Employees,2008,Company - Public,Information Technology Support Services,Information Technology,$25 to $100 million (USD),1,0,87.0,87.0,87.0,1,TX,15,0,0,0,0,data scientist,na,0
Data Engineer,$81K - $113K (Glassdoor est.),"Equifax is where you can power your possible. If you want to achieve your true potential, chart new paths, develop new skills, collaborate with bright minds, and make a meaningful impact, we want to hear from you.
Equifax is a market leader in providing total information solutions to businesses and consumers. Our products and services help companies minimize their financial risk and maximize growth opportunities while enabling consumers to better protect and manage their financial health.
Equifax’s Data & Analytics team is seeking an experienced Data Engineer with extensive data background. D&A Presale & Business Insights team provides extensive pre-sales engagement support throughout the sales cycle by providing domain expertise of Equifax data and advanced analytics solution.",3.6,Equifax,"Atlanta, GA",10000+ Employees,1899,Company - Public,Research & Development,Management & Consulting,$1 to $5 billion (USD),0,0,81.0,113.0,97.0,1,GA,124,0,0,0,0,na,na,0
Data Scientist,$80K - $122K (Glassdoor est.),"TGS provides scientific data and intelligence to companies active in the energy sector. In addition to a global, extensive and diverse energy data library, TGS offers specialized services such as advanced processing and analytics alongside cloud-based data applications and solutions.",3.9,TGS,"Houston, TX",501 to 1000 Employees,1981,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),0,0,80.0,122.0,101.0,1,TX,42,0,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$75.00 - $80.00 Per Hour,"Required
Self-motivated individual who functions well solo and within a team.
Ability to employ data science and supply chain operations research in the development of analytics models that can tackle complex supply chain problems.
Ability to use open-source languages and/or algorithms for model development.
Be proficient in one or more programming language, such as Python, R, C++, or Java.
Be proficient in one or more visualization tools, such as Tableau or Power BI
Have experience building simulation models and applying simulation software (e.g., AnyLogic,.), either through formal coursework or through research/work experience.",-1.0,PROLIM Corporation,Remote,-1,-1,-1,-1,-1,-1,1,1,112.5,80.0,77.5,0,remote,-1,1,0,1,0,data scientist,na,-1
Data Scientist,Employer Provided Salary:$54.00 Per Hour,"Job Description
LeadStack Inc. is an award winning, one of the nation’s fastest growing, certified minority owned (MBE) staffing services provider of contingent workforce. As a recognized industry leader in contingent workforce solutions and Certified as a Great Place to Work, we’re proud to partner with some of the most admired Fortune 500 brands in the world.
Title: Data Scientist
Location: West Sacramento, CA (Onsite)
Duration:6+ months
Job ID: 23-00829
Rate $50-$54/hour on W2 (DOE)",4.3,Leadstack Inc,"West Sacramento, CA",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,1,1,81.0,54.0,54.0,1,CA,7,0,0,0,0,data scientist,na,1
Data Engineer,$78K - $114K (Glassdoor est.),"Exodus Integrity Services, Inc is a rapidly expanding technology company headquartered in Northeast Ohio. EIS provides quality services to our clients by instilling honesty, commitment, and hard work to find the most qualified candidates to fill each opportunity. Currently, we are seeking individuals to fill multiple Data Engineer opportunities with our client in Cleveland, Ohio. This is a very exciting opportunity working with one of the top employers in the area. If you are interested in joining a vibrant organization where you are valued and rewarded for your contributions, and you possess the qualifications listed below, please forward your resume and salary requirements.

No 3rd parties. Candidate MUST be W2 employee of Exodus Integrity Services, Inc.

This opportunity is 100% remote! Candidate MUST reside in the United States.










Since 1997, Exodus Integrity Services, Inc. (EIS) has brought hundreds of companies and thousands of talented IT professionals together. With over 120 years of combined industry and functional experience, the EIS team takes a consultative approach to identify client objectives and create practical initiatives that solve problems quickly and efficiently. We specialize in Consulting Solutions, Contingent and Direct Workforce Staffing, and Healthcare IT Solutions.

EIS is an equal opportunity employer. In accordance with anti-discrimination law, it is the purpose of this policy to effectuate these principles and mandates. EIS prohibits discrimination and harassment of any type and affords equal employment opportunities to employees and applicants without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. EIS conforms to the spirit as well as to the letter of all applicable laws and regulations.",3.6,Exodus Integrity Services,"Cleveland, OH",51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),0,0,78.0,114.0,96.0,1,OH,26,0,0,0,0,na,na,1
"Data Scientist, Product Analytics",Employer Provided Salary:$130K - $155K,"About Us:
Live experiences help people cross today’s digital divide and focus on what truly connects us – the here, the new, this once-in-a-lifetime moment that’s bringing us together. To fulfill Gametime’s mission of uniting the world through shared experiences, we make it easy for people to discover and access the live experiences that matter most.

With platforms on iOS, Android, mobile web and desktop supporting more than 25,000 events across the US and Canada, we are reimagining the event ticket industry in order to move at the speed of life.

Job Description:
We are looking for an organized, data-driven, and curious team player to work cross-functionally across the data, product, marketing, finance, and operations teams. As a Senior Data Analyst, you will support and inform various functions throughout the company to solve business-critical issues, specifically related to our product, features, etc. You will dive into user behavior data to provide insights which will impact major business decisions and own the maintenance of Gametime’s business intelligence reporting. The ideal candidate will be able to thrive in a fast-paced environment and able to adapt to changes within the business and the industry.",4.5,"Gametime United, Inc.",Remote,51 to 200 Employees,2013,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),1,0,130.0,155.0,142.5,0,remote,10,0,0,0,0,data scientist,na,1
Data Scientist I,Employer Provided Salary:$64K - $116K,"PURPOSE:
The Data Scientist I will be responsible for using data and advanced analytics to improve business outcomes. This role will be responsible for developing, testing, and implementing statistical and machine learning models for predictive analytics, and taking an iterative approach to improving results. This role has a solid understanding of predictive modeling and machine learning techniques, model development, model/ml-ops, with the advanced written and verbal communications skills

ESSENTIAL FUNCTIONS:
Job Responsibilities:",3.2,UNFI,"Providence, RI",10000+ Employees,1978,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),1,0,64.0,116.0,90.0,1,RI,45,0,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$81K - $184K,"Job Description:
 3+ years of data science, data analytics, or business intelligence experience
 Strong understanding of SQL
 Experience with conducting data analysis in Python and / or R
 Experience building clear and easy to understand dashboards and presentations
 Ability to communicate clearly and effectively to cross functional partners of varying technical
levels
 Ability to define relevant metrics that can guide and influence stakeholders to appropriate and
accurate insights
Nice to have:
 Familiarity with Superset.
 Familiarity with running weblab experiments, efficacy studies, or product validation tests.
 Familiarity with machine learning basics.
 Familiarity with Client infrastructure, including Airflow, Presto SQL, and Hive SQL.
 Experience creating and maintaining data pipelines.
 Experience supporting engineering product work &quot.",4.4,Denken Solution's Inc,"Camarillo, CA",501 to 1000 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),1,0,81.0,184.0,132.5,1,CA,13,1,0,0,0,data scientist,na,1
Associate Data Scientist,Employer Provided Salary:$80K - $110K,"The Role
We are seeking a motivated and analytical individual to join our team as an Associate Data Scientist. In this role, you will help Polco leverage data to drive impact and provide direction and insight internally and externally while also helping to manage our clients’ custom research needs. You will be responsible for data exploration, collection, and cleaning as well as analysis across a wide range of projects; some directly helping customers, others helping partners, and some helping to support business decisions and improve performance. As an Associate Data Scientist, you will work with a team of experienced professionals in a collaborative environment to analyze datasets and apply advanced statistical methods to solve complex problems.
Key Responsibilities",4.8,Polco,Remote,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,1,0,80.0,110.0,95.0,0,remote,-1,0,0,0,0,data scientist,na,1
Data Scientist,$90K - $129K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.

Job Description Summary: This role offers a unique opportunity to manage the credit card payment cycle through data-driven strategy and decision accuracy optimization, as well as the opportunity to build up automated system/algorithm to automate strategies/solutions for risk control

Job Description:
Primary job responsibility:
 Design, develop and maintain data-driven solutions for PayPal consumer risk management. Makes sound decisions that balance risk, user experience and financial performance.

 Develop automated system/process and algorithms that could streamline strategy/solution building process and generate good business results.
 Identify and address problems and issues during normal course of work and respond to risk mitigation needs quickly to solve issues.
 Develop and automate tracking functionality that monitors volume and solution efficacy. Regularly evaluate and communicate performance of solutions to management.
 Participate in the formulations and implementation of departmental processes, procedures, policies and standards.
 Exercise judgment in selecting methods, techniques and evaluation criteria for obtaining results on matters of significance to the business.
 Look for improvement and innovation opportunities with business impact. Provide a source of high quality ideas.


 Strong in analytics and problem solving. Experienced with predicative modeling, data mining and analytical tool. Proficient with SQL, SAS, Python, Unix etc.
 Proven experience in employing analytics solution on real world problems.
 Good business sense and logical thinking. Ability to synthesize information and generalize the pattern.
 Proven ability to work proficiently on well-defined projects; Focuses primarily on how to achieve overall business objectives of a project with speed and quality
 Effective inter-personal skills. Manage relationship with key partners. Able to collaborate with remote teams effectively.
 Skilled in Presenting – can effectively communicate in large or small group settings.

Typically requires a minimum of 5 years of related experience with a Bachelor’s degree; or 3 years and a Master’s degree; or a PhD without experience; or equivalent work experience.


At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.

We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com


To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx

PayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, the PayPal platform is empowering more than 400 million consumers and merchants in more than 200 markets to join and thrive in the global economy. For more information, visit paypal.com.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.

As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated.",4.0,PayPal,"Scottsdale, AZ",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,90.0,129.0,109.5,1,AZ,25,1,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$60.00 - $62.00 Per Hour,"Role: CW Data Scientist (1169850)- TFS
Location: 6565 Headquarters Dr, Plano, TX
Duration: 12 Months
· Description:
Reason for contingent headcount?
o Document models to meet Enterprise Risk’s model governance requirements
What are the key objectives for this resource (project summary)?
o Document new and existing models to meet model governance requirements. Revise and reimplement modeling scripts to assess model performance post-implementation impact.",2.4,COMTEC,"Plano, TX",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1,1,90.0,62.0,61.0,1,TX,-1,0,0,0,0,data scientist,na,1
Data Scientist (GenerativeAI),$101K - $175K (Glassdoor est.),"Introduction:
SymphonyAI is seeking a highly motivated and experienced data scientist to join our team as a Data Scientist. The ideal candidate will have expertise in generative models, deep learning, and a strong background in statistics, mathematics, and programming. You will be responsible for designing, implementing, and testing generative AI models to generate novel and creative outputs from structured and unstructured data sources. Your work will be critical to our mission of creating innovative solutions to challenging problems across multiple domains.
Job Description:
Duties & Responsibilities
Work with stakeholders to understand business requirements and identify opportunities for machine learning applications.
Develop, test, and deploy machine learning models and systems.
About Us:",4.4,SymphonyAI,"New York, NY",1001 to 5000 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,101.0,175.0,138.0,1,NY,6,0,0,0,0,data scientist,na,1
Data Scientist,Employer Provided Salary:$40.67 - $80.09 Per Hour,"Role : Data Scientist
Location : Santa Clara, CA(Onsite)(Hybrid)
Position: C2C
client: Cognizant/ CMT
Need 10+ years candidates
Primary Skills:
Machine Learning Strong AI ML Data Science experience, ML Ops, DevOps, Data Engineering and ML background with Azure Cloud platforms Extensive experience in On prem to Cloud migration projects in AI ML Experience in Databricks ML Experience in Cloudera Data Science Work Bench Data Science ,Machine Learning MLflow/Kubeflow/Sagemaker/Azure ML (ML Ops) Admin",-1.0,Synapseb systems,"Santa Clara, CA",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,1,1,61.005,80.09,60.38,1,CA,-1,0,0,0,0,data scientist,na,0
Data Scientist,Employer Provided Salary:$70.00 - $100.00 Per Hour,"Data Scientist - Remote
Client is looking for only GC and USC
Qualifications
· Bachelor's degree or foreign equivalent in Computer Science, Statistics, Engineering, Economics, Information Systems, or a related field and three years of experience in the job offered or in a related occupation
· Must have 5 year of experience in the following skills: hands-on experience with applying data science techniques to identify anomalous behavior patterns in a production environment; experience with extracting, cleaning, and transforming data, and working with data owners to understand the data; using database technologies including SQL, ETL or Oracle; and applying specialized modelling software including SAS, R, Python, Stata, or Matlab",-1.0,zettalogix.Inc,Remote,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1,1,105.0,100.0,85.0,0,remote,-1,1,0,0,0,data scientist,na,1
Data Scientist,Employer Provided Salary:$84K - $99K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",3.9,Vetro Tech Inc,"San Jose, CA",Unknown,-1,Company - Public,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,1,0,84.0,99.0,91.5,1,CA,-1,0,0,0,0,data scientist,na,0
Junior Data Scientist,$76K - $115K (Glassdoor est.),"Location
HQ
3500 S Clark Street
Arlington, VA 22202 USA
Employment Type
Full-Time
Experience Level",3.1,Lidl US,"Arlington, VA",5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,0,0,76.0,115.0,95.5,1,VA,50,0,0,0,0,data scientist,junior,1
